CharacterID,CharacterName,CharacterRealName,CharacterPicture,CharacterPowers,CharacterBiography,CharacterWeaknesses,ComicID
42245,"Steel Claw","Louis Crandell",42245_20110412152715_char.jpg,,"None entered.",,0
42248,"Bad Penny (Albion)","Penny Dolmann",,,"None entered.",,0
42251,"Zachary 'Zip' Nolan",,,,"None entered.",,0
42255,"Robot Archie",,,,"aka Acid Archie, The Jungle Robot",,0
42454,"Jewel (Marvel)","Jessica Campbell Jones",42454_20120826150705_char.jpg,"Flight, super strength, high resistance to injury.","None entered.",,0
43263,"Aisha (Losers)","Aisha  al-Fadhil",43263_20100811073135_char.jpg,,"None entered.",,0
43264,"Clay (Losers)","Lt. Col. Franklin  Clay",43264_20100811073355_char.jpg,,"None entered.",,0
43265,"Cougar (Losers)","Sgt. Carlos  Alvarez",,,"None entered.",,0
43266,"Jensen (Losers)","Cpl. Jake  Jensen",,,"None entered.",,0
43267,"Pooch (DC)(Losers)",,,,"Dog who served during WWII with the Losers.",,0
43268,"Roque (Losers)","Cpt. William  Roque",,,"None entered.",,0
43510,"Joe Whitney",,,,"None entered.",,0
43511,"Johan Velsabek",,,,"None entered.",,0
43512,"Sally Hume",,,,"Cheated on her husband.",,0
43513,"William Goldberg",,,,"Stole less than six dollars from his mother's purse.",,0
43514,"Liska Pandrashakariam",,,,"Spoke rudely to her father.",,0
43515,"Noriku Ishigama",,,,"Cheated on his taxes.",,0
43516,Rover,"I proudly urinate everywhere marking a wide expanse of territory",,,"None entered.",,0
48653,"Red (DC)",,,,"None entered.",,0
48655,Orange,,,,"None entered.",,0
48656,Yellow,,,,"None entered.",,0
48657,"Green (DC)",,,,"None entered.",,0
48658,"Blue (DC)",,,,"None entered.",,0
48659,"Indigo (DC) (03 - Rainbow Raiders)",,,,"None entered.",,0
48660,"Violet (DC) (02 - Rainbow Raiders)",,,,"None entered.",,0
49803,"Marvin Stegler",,,,"None entered.",,0
53824,"Derek  Bishop (Marvel)",,53824_20110330063355_char.jpg,,"The father of Kate Bishop aka Hawkeye of the Young Avengers.",,0
54891,"Corona (DC)",Kako,,,"Former lover of Aquaman and mother of Koryak, Kako was fatally burned by the team Deep Six. She was resurrected by Gaia as Earth's new fire elemental, Corona.",,0
60118,"Max (Losers)",,,,"None entered.",,0
60254,"Aquaman (DC)(Earth-1 - Pre Crisis)","Arthur Orin Curry",60254_20140126051800_char.jpg,"Communicates telepathically with most forms of sea life.","King of Atlantis, husband to Mera.",,0
61649,"Max Loomis",,,,"None entered.",,0
62162,"Green Arrow (DC)(Earth-1 - Pre Crisis)","Oliver Queen",62162_20140125231533_char.jpg,,"None entered.",,0
62543,"Cat (Transmetropolitan)",,,,"aka Killer & Nasty Bitch",,0
62544,"Fred Christ",,,,"None entered.",,0
68964,"Alan Dell",,,,"Boyfriend of Jun Moon, also known as the Enchantress.",,0
69240,"Adam Eterno",,,,"None entered.",,0
69241,"Eagle Eye (Albion)","Ian Eagleton",,,"None entered.",,0
69242,"Justine (Albion)",,,,"None entered.",,0
69243,"Martha (Albion)",,,,"None entered.",,0
69244,"Android Andy",,,,"None entered.",,0
69245,Brassneck,,,,"None entered.",,0
69246,"Perky (Albion)",,,,"None entered.",,0
69247,"Iron Teacher",,,,"None entered.",,0
79130,"Blue Beetle (DC)(JL3000)(01 - Ted Kord)","Theodore 'Ted' Kord",,,"None entered.",,0
79131,"Booster Gold (DC)(JL3000)","Michael Jon Carter",,,"None entered.",,0
80485,"Power Girl (DC)(JL3000)","Karen Starr",,,"None entered.",,0
80486,"Guy Gardner (DC)(JL3000)",,,"Wields a yellow power ring.","None entered.",,0
80487,"Elongated Man (DC)(JL3000)","Ralph Dibny",,,"Stretchable sleuth.",,0
80488,"Fire (DC)(JL3000)","Beatriz 'Bea' Da Costa",,,"None entered.",,0
80491,"Maxwell 'Max' Lord, IV (DC)(JL3000)",,,,"None entered.",,0
80492,"Sue Dibny (DC)(JL3000)",,,,"None entered.",,0
80788,"Zebediah Stane (Marvel)(Earth-55921)",,,,"None entered.",,0
80828,"Howard Stark (Marvel)(Earth-55921)",,,,"None entered.",,0
80829,"Maria Cerrera (Marvel)(Earth-55921)",,,,"Maria Cerra was a geneticist who made grade advances in the field of cellular regeneration. However, her accomplishments were hampered by the fact that it took an extremely long time for complete cellular restoration. She met industrialist Howard Stark who offered her the opportunity to contribute her ideas to his bacterial biotech armor projects. The two fell in love and were eventually married. In short order, Maria became pregnant with Howard's child. During one of her experiments, an infected monkey broke loose from its cage and transmitted a deadly virus to Maria. She was rushed to the hospital, but there was little that could be done. Fortunately, with the aid of Howard Stark's technology, Maria was able to give birth to her son Antonio, but died moments after.",,0
80830,"Nero (Marvel)(Earth-55921)",,,,"Nero and his colleague Si Ma were scientists who worked for Bio-Armor, a technological research firm contracted by the Stark Defense Corporation. Under the leadership of SDC's founder Howard Stark, Nero and Si Ma were instrumental in creating a bacterial body sheathe that would render an individual impervious to most conventional forms of injury. Nero often volunteered to test the bio-armor's capabilities. Howard Stark lost controlling interest in Stark Defense Corporation to his rival Zebediah Stane, but fortunately, he had no legal ownership over projects designed by Bio-Armor. Frustrated beyond measure, Zebediah Stane was determined to learn the secrets behind Stark's armor coating. He sent some men to track down and abduct Nero, bringing him back to an undisclosed facility. Stane applied one of his own inventions, a mind-reading skullcap called the Lid, to Nero's head. The machine violently ripped all information concerning the bio-armor's designs from Nero's mind, leaving him insensate. Nero survived the experience, but his intellect was reduced to that of a toddler. Stane still had some mental control over Nero however. When he learned that Howard Stark used the bio-armor to save the life of his son Antonio, he tried to mind-control the addle-brained Nero into abducting the child for him. Nero resisted the mental summons long enough to scribble out a warning to Howard Stark. To prevent Stane from gaining complete control over him, Nero killed himself by stabbing himself in the ear with a pencil until it pierced his brain.",,0
80831,"Si Ma (Marvel)(Earth-55921)",,,,"Si Ma and her colleague Nero were scientists who worked for Bio-Armor, a technological research firm contracted by the Stark Defense Corporation. Under the leadership of SDC's founder Howard Stark, Si Ma and Nero were instrumental in creating a bacterial body sheathe that would render an individual impervious to most conventional forms of injury.Howard Stark lost controlling interest in Stark Defense Corporation to his rival Zebediah Stane, but fortunately, Stane had no legal ownership over projects designed by Bio-Armor. Following the birth of Howard's son Antonio, Si Ma contributed to the process that bonded the infant with the Bio-Armor technology. She continued to work for Howard Stark and served as the primary personal physician for young Antonio.",,0
80832,"Loni Stane (Marvel)(Earth-55921)",,,,"Loni was a greedy opportunist, always on the lookout for a man who could provide her with a life of wealth and privilege. She found such a man in industrialist Howard Stark. The two were married and they remained together until Howard's company, the Stark Defense Corporation, began suffering financially. This was due largely to Howard's investment in Biotech Armor, whose untested processes caused Stark's stock to plummet. Fearing for her future, Loni divorced Stark and took half of his assets in the settlement and then began sleeping with Zebediah Stane, Stark's chief competitor. Loni (being a gold digger) agreed with Stane in taking Stark's company apart (Howard was most likely too distracted as his second wife gave birth their son). Later, Loni had her and Stane's son. After Stane was sent to prison for kidnapping Stark's young son, Loni divorced Stane and acquired even more money from the settlement. Sometime later, she meets a teenage Tony Stark and his friend James Rhodes as well as seeing the younger Stark's prototype armor. She later pleaded with her ex-husband to provide Obadiah Stane (her son) with a secure education via a stay at the government think tank known as the Baxter Building. Later, Tony thinks it was Loni that's the mastermind behind the scenes trying to kill them and set off to Utah to find Loni. When they arrive, Obadiah falls off a cliff but Tony (in his prototype Iron Man armor) catches him as terrorists arrive on the scene. Tony flees, but follows them as they take Obadiah to Loni and their hideout. When Tony breaks into the compound, Loni floods it with poison gas trying to kill him, abandoning Obadiah. Stark saves Obadiah, but Howard and Nifara are taken captive by Loni. After killing Nifara and the guards (because she wanted no witnesses), Loni confesses to the elder Stark that all she ever wanted was power. That’s why she married Howard, divorced him, married Zebadiah, had Obadiah, and later had Zebadiah killed. Tony shows up, and Loni shoots Howard in the chest, threatening to shoot him again if he doesn't take the suit off. After Tony takes off his armor, Loni says she wondered what it was like if she stayed with Howard, had given him a child, and if she had been Tony's mother. Then, Loni shoots him in the head, not knowing that his entire body is a brain and will heal itself. Tony fights Loni, beats her, and tends to Howard. Obadiah, mad that Loni (his mother) abandoned him for dead with the poison gas, enters the room and kills her.",,0
80833,"Iron Man (Marvel)(Earth-55921)","Antonio Stark",,"Due to an accident while he was in the womb, Tony Stark possesses higher than normal body-wide \"undifferentiated\"" neural tissue"," he possesses a much higher than normal intelligence and a fantastic regenerative capacity. Tony has nearly total recall and a seemingly limitless capacity for multitasking. His neural tissue is a double-edged sword"," as if his whole body itself is a brain. As a result of this",0
80834,"Bony Telford (Marvel)(Earth-55921)",,,,"Howard Stark's personal attorney",,0
80835,"War Machine (Marvel)(Earth-55921)","James Rhodes",,,"None entered.",,0
81839,"Susan Bishop (Marvel)",,,,"Sister of Kate Bishop, Hawkeye of the Young Avengers",,0
90150,"Jason Turner",,,,"None entered.",,0
90151,"Warren Gayle",,,,"None entered.",,0
90152,"Helen Blaine",,,,"None entered.",,0
90153,"Albert Mellow",,,,"None entered.",,0
90155,"Daniel Croft",,,,"None entered.",,0
90255,"Danny Tolk",,,,"None entered.",,0
93393,"John Howlett, Sr",,93393_20180409195800_char.jpg,"* Insanely Rich * Intellect","None entered.",,0
